configurationID,H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime
935,true,true,true,false,false,false,false,false,false,40,5,52,1.638,0.055,0.514
936,true,true,true,false,true,true,false,false,true,20,5,48,1.838,0.058,0.579
937,true,false,true,true,true,false,false,false,true,60,1,56,1.232,0.054,0.381
938,true,true,true,true,false,false,false,true,true,40,5,56,1.548,0.059,0.482
939,true,false,true,true,false,true,false,false,false,20,9,52,2.804,0.069,0.910
94,true,false,true,true,true,false,true,false,true,60,1,68,1.162,0.051,0.352
940,true,true,true,false,false,false,false,false,false,40,9,52,2.381,0.063,0.744
941,true,true,true,false,true,true,false,false,true,20,1,48,1.110,0.051,0.321
942,true,false,true,false,true,false,false,true,false,20,5,48,1.585,0.059,0.483
943,true,false,true,true,true,false,false,false,true,60,5,56,1.635,0.055,0.519
944,true,true,true,true,false,false,false,true,true,40,1,56,1.208,0.060,0.367
945,true,false,true,true,false,true,false,false,false,20,5,52,1.841,0.056,0.594
946,true,true,true,true,true,true,false,false,false,60,5,56,1.817,0.058,0.603
947,true,false,true,false,false,false,true,true,false,20,9,64,2.259,0.060,0.693
948,true,true,true,true,true,true,false,false,false,60,1,56,1.080,0.052,0.339
949,true,false,true,false,false,false,true,true,false,20,5,64,1.658,0.057,0.516
95,true,true,true,true,false,false,false,false,true,60,5,56,1.593,0.054,0.508
950,true,true,true,true,true,false,true,true,true,40,9,68,2.213,0.059,0.677
951,true,false,true,false,true,true,true,true,true,20,9,64,2.691,0.066,0.793
952,true,true,true,false,false,true,false,true,true,20,5,48,1.759,0.056,0.529
953,true,false,true,false,true,true,true,true,true,20,5,64,1.878,0.061,0.564
954,true,true,true,false,false,true,false,true,true,20,9,48,2.646,0.065,0.792
955,true,true,true,true,true,true,false,false,false,60,9,56,2.778,0.065,0.920
956,true,false,true,false,true,true,true,true,true,20,1,64,1.221,0.053,0.357
957,true,false,true,true,true,true,true,true,true,60,9,68,2.735,0.062,0.813
958,true,true,true,false,true,false,true,false,false,60,1,64,1.187,0.053,0.355
959,true,false,true,true,true,true,true,true,true,60,5,68,1.953,0.061,0.585
96,true,false,true,false,false,false,true,false,false,40,9,64,2.443,0.060,0.743
960,true,true,true,false,false,true,false,true,true,20,1,48,1.125,0.053,0.327
961,true,true,true,false,true,false,true,false,false,60,5,60,1.701,0.054,0.525
962,true,false,true,true,true,true,true,true,true,60,1,68,1.212,0.053,0.359
963,true,false,true,false,false,false,true,true,false,20,1,64,1.184,0.050,0.351
964,true,true,true,true,true,false,true,true,true,40,5,68,1.672,0.056,0.508
965,true,true,true,false,true,false,true,false,false,60,9,60,2.406,0.058,0.743
966,true,true,true,true,false,true,true,true,false,20,1,64,1.169,0.052,0.351
967,true,true,true,true,true,false,true,true,true,40,1,68,1.138,0.050,0.340
968,true,false,true,true,false,true,false,false,false,40,1,56,1.135,0.052,0.350
969,true,true,true,true,false,true,true,true,false,20,5,64,1.810,0.055,0.543
97,true,true,true,false,true,true,false,true,true,60,9,56,2.573,0.063,0.784
970,true,false,true,false,true,false,false,true,false,40,5,52,1.566,0.056,0.485
971,true,true,true,true,false,true,true,true,false,20,9,64,2.664,0.061,0.788
972,true,false,true,false,true,false,false,true,false,40,1,52,1.165,0.054,0.359
973,true,true,true,true,true,false,true,false,false,20,1,64,1.142,0.052,0.347
974,true,true,true,false,true,true,false,true,false,20,5,48,1.815,0.058,0.552
975,true,true,true,false,true,true,false,true,false,20,1,48,1.145,0.052,0.333
976,true,false,true,true,false,true,false,false,false,40,9,56,2.862,0.065,0.936
977,true,true,true,false,true,true,false,true,false,20,9,48,2.677,0.062,0.796
978,true,false,true,true,false,true,false,false,false,40,5,56,1.860,0.058,0.618
979,true,false,true,false,true,false,false,true,false,40,9,52,2.214,0.066,0.681
98,true,true,true,false,false,true,true,true,true,40,1,64,1.190,0.051,0.351
980,true,true,true,true,true,false,true,true,true,20,9,68,2.258,0.058,0.690
981,true,false,true,false,false,false,true,true,false,40,9,64,2.263,0.062,0.695
982,true,false,true,true,true,true,true,true,false,60,5,68,1.831,0.056,0.556
983,true,false,true,true,true,false,false,false,true,20,5,52,1.601,0.056,0.490
984,true,true,true,true,true,false,true,true,true,20,5,68,1.694,0.055,0.519
985,true,false,true,false,true,true,true,true,true,40,9,64,2.682,0.061,0.791
986,true,false,true,false,false,false,true,true,false,40,5,64,1.637,0.058,0.501
987,true,false,true,true,true,true,true,true,false,60,1,68,1.197,0.052,0.361
988,true,false,true,true,true,false,false,false,true,20,9,52,2.301,0.062,0.696
989,true,false,true,false,true,true,true,true,true,40,5,64,1.828,0.056,0.546
99,true,false,true,true,true,true,false,true,false,60,9,56,2.566,0.062,0.796
990,true,true,true,false,false,true,false,true,true,40,5,52,1.851,0.065,0.571
991,true,false,true,false,true,true,true,true,true,40,1,64,1.227,0.053,0.358
992,true,true,true,false,false,true,false,true,true,40,9,52,2.652,0.064,0.805
993,true,false,true,true,false,true,false,true,true,60,9,60,2.656,0.064,0.824
994,true,true,true,false,false,true,false,true,true,40,1,52,1.175,0.053,0.353
995,true,true,true,true,true,false,true,true,true,20,1,68,1.186,0.053,0.359
996,true,true,true,true,false,true,true,true,false,40,1,64,1.149,0.051,0.344
997,true,false,true,false,false,false,true,true,false,40,1,64,1.170,0.051,0.348
998,true,true,true,true,false,true,true,true,false,40,5,64,1.824,0.055,0.547
999,true,false,true,true,true,true,true,true,false,60,9,68,2.658,0.061,0.790
