configurationID,aud,constrained-intra,intra-refresh,no-asm,slow-firstpass,weightb,aq-strength,ipratio,pbratio,psy-rd,qblur,qcomp,vbv-init,aq-mode,b-adapt,bframes,crf,keyint,lookahead-threads,min-keyint,qp,qpstep,qpmin,qpmax,rc-lookahead,ref,vbv-bufsize,deblock,me,overscan,preset,scenecut,tune,size,user,system,elapsedtime,cpu,fps,kbs
158,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.3,1.3,3.2,0.2,0.6,0.3,3,2,0,50,240,3,30,20,3,1,65,18,6,2000,-2:-2,umh,crop,slow,0,ssim,693124,237.71,0.18,0:31.59,752,6.64,408.09
1571,None,None,None,--no-asm,None,--no-weightb,2.0,1.2,1.4,1.6,0.5,0.7,0.6,1,1,12,20,290,3,30,40,3,1,68,18,3,2000,-1:-1,umh,show,veryfast,0,ssim,199358,29.10,0.21,0:04.75,616,44.97,115.87
1572,--aud,--constrained-intra,None,None,None,--weightb,1.0,1.4,1.0,2.8,0.4,0.8,0.4,3,0,4,20,250,0,29,0,5,1,65,38,1,1000,-2:-2,umh,crop,fast,0,animation,10591852,10.54,0.15,0:01.64,652,139.23,6250.71
1573,--aud,--constrained-intra,None,None,None,--no-weightb,2.0,1.6,1.4,3.0,0.3,0.7,0.6,1,1,2,0,260,2,29,0,4,4,66,48,3,1000,1:1,umh,show,veryslow,10,ssim,10198128,27.84,0.18,0:03.98,703,54.56,6018.31
1574,--aud,None,None,--no-asm,None,--no-weightb,3.0,1.1,1.0,3.2,0.5,0.6,0.3,3,2,2,20,240,2,24,50,3,0,65,28,3,2000,1:1,hex,crop,fast,0,grain,46377,24.66,0.17,0:06.48,383,32.80,25.68
1575,--aud,--constrained-intra,None,None,None,--no-weightb,1.5,1.1,1.3,3.8,0.4,0.7,0.8,1,1,12,15,240,3,22,40,5,3,63,28,3,2000,-2:-2,hex,crop,superfast,10,psnr,278175,1.83,0.13,0:00.55,354,469.18,162.61
1576,None,None,None,None,--slow-firstpass,--no-weightb,0.0,1.1,1.3,2.6,0.3,0.9,0.4,0,1,12,20,210,4,27,30,3,2,63,28,1,1000,1:1,hex,show,superfast,40,psnr,1322069,2.26,0.19,0:00.62,393,390.00,778.86
1577,--aud,None,None,--no-asm,None,--no-weightb,3.0,1.0,1.4,3.0,0.2,0.9,0.8,0,2,4,15,220,4,21,0,4,3,61,48,2,2000,1:1,dia,show,fast,30,grain,8688604,24.16,0.17,0:04.12,590,52.34,5127.32
1578,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.5,1.4,1.3,4.0,0.5,0.9,0.7,3,2,2,10,240,0,21,50,4,3,60,38,3,1000,1:1,dia,show,fast,0,animation,30182,3.43,0.18,0:01.19,303,191.51,16.19
1579,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.5,1.6,1.1,1.0,0.5,0.8,0.0,0,0,6,50,290,1,30,20,5,1,65,28,3,2000,1:1,umh,crop,slow,0,animation,2237259,136.71,0.12,0:18.08,756,11.64,1318.90
1580,None,None,None,--no-asm,None,--weightb,2.0,1.5,1.3,3.8,0.6,0.7,0.4,0,0,4,10,270,1,22,30,3,0,65,18,4,2000,1:1,dia,show,medium,10,psnr,1085688,40.56,0.10,0:05.75,707,37.04,639.14
159,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.2,1.2,1.8,0.5,0.9,0.7,0,1,14,0,220,4,29,0,3,3,65,38,2,1000,1:1,hex,crop,superfast,30,psnr,11080522,18.98,0.16,0:02.64,725,81.76,6539.13
1581,None,None,None,None,--slow-firstpass,--weightb,3.0,1.5,1.1,3.2,0.3,0.9,0.2,3,1,12,45,220,1,28,40,3,4,67,38,2,1000,1:1,umh,show,slower,40,ssim,315907,10.42,0.15,0:02.68,393,80.98,185.40
1582,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.3,1.0,4.0,0.3,0.9,0.1,0,2,16,30,250,3,22,40,4,2,62,18,6,2000,1:1,dia,show,slower,40,grain,186700,79.18,0.67,0:19.71,405,10.67,108.75
1583,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.5,1.4,1.4,0.4,0.6,0.9,0.7,2,2,4,25,300,2,25,20,5,4,60,38,3,1000,1:1,umh,show,fast,0,grain,1815075,16.37,0.16,0:02.59,637,83.78,1069.49
1584,--aud,None,None,None,--slow-firstpass,--no-weightb,0.0,1.3,1.2,4.4,0.5,0.6,0.4,1,2,6,30,210,0,23,0,4,4,69,48,2,2000,-2:-2,hex,crop,veryfast,30,ssim,8864910,3.82,0.16,0:00.73,546,350.76,5231.38
1585,None,None,None,None,--slow-firstpass,--no-weightb,1.5,1.3,1.1,0.4,0.6,0.6,0.2,3,0,12,25,290,3,25,50,4,1,62,28,4,1000,-2:-2,hex,crop,ultrafast,40,animation,34155,0.81,0.15,0:00.27,351,1054.55,18.68
1586,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.3,1.2,5.0,0.5,0.7,0.2,3,0,14,50,290,1,23,30,3,1,65,48,4,2000,1:1,dia,crop,superfast,10,animation,753243,8.60,0.12,0:01.56,558,143.64,443.23
1587,None,None,None,None,None,--no-weightb,0.5,1.4,1.3,0.8,0.5,0.8,0.6,0,0,4,45,200,2,27,0,5,1,61,38,2,2000,-1:-1,hex,crop,fast,0,animation,8658358,8.51,0.21,0:01.37,632,165.63,5109.49
1588,None,--constrained-intra,None,None,None,--no-weightb,0.0,1.2,1.2,1.6,0.6,0.9,0.7,1,0,10,45,300,0,30,0,4,2,68,38,4,2000,1:1,hex,crop,veryslow,0,psnr,10380115,22.85,0.18,0:03.29,699,66.14,6125.74
1589,--aud,None,None,--no-asm,None,--weightb,0.5,1.0,1.4,2.0,0.3,0.7,0.0,3,0,12,10,230,2,26,40,5,4,68,18,1,1000,-2:-2,umh,crop,veryfast,30,grain,469108,26.73,0.14,0:04.00,670,53.60,275.80
1590,--aud,None,--intra-refresh,None,--slow-firstpass,--weightb,3.0,1.6,1.3,3.2,0.3,0.7,0.0,0,1,14,25,300,2,20,20,5,3,64,28,1,2000,-2:-2,hex,show,faster,0,psnr,2362266,7.67,0.12,0:01.33,586,171.92,1392.60
160,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.3,1.3,2.4,0.2,0.7,0.6,3,2,14,40,270,0,28,50,5,1,62,38,1,1000,-1:-1,dia,show,veryfast,30,psnr,12190,37.19,0.56,0:15.03,251,14.01,5.82
1591,None,None,None,--no-asm,None,--weightb,2.0,1.5,1.0,0.6,0.5,0.7,0.7,2,0,10,25,290,1,28,50,3,4,68,28,1,1000,1:1,dia,show,veryslow,40,psnr,40046,16.65,0.13,0:06.06,276,35.12,22.56
1592,None,None,None,--no-asm,None,--no-weightb,0.5,1.5,1.3,4.2,0.5,0.8,0.3,2,1,8,40,220,1,23,20,5,2,61,28,1,2000,-1:-1,umh,crop,veryslow,40,ssim,2751788,101.84,0.14,0:15.83,644,13.30,1623.15
1593,None,None,None,None,None,--weightb,0.5,1.5,1.3,3.6,0.4,0.9,0.4,3,2,16,40,290,1,20,30,5,0,67,18,5,2000,1:1,hex,show,placebo,30,ssim,552064,16.44,0.23,0:07.89,211,26.88,324.40
1594,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.0,1.4,1.2,1.6,0.6,0.9,0.4,0,2,12,5,250,1,25,0,4,0,65,38,6,1000,-2:-2,hex,show,ultrafast,30,animation,6309839,24.20,0.12,0:03.47,700,62.72,3723.29
1595,None,None,None,None,--slow-firstpass,--weightb,2.5,1.1,1.1,1.6,0.2,0.8,0.7,2,1,16,50,250,2,21,10,5,3,63,18,2,2000,1:1,dia,crop,slow,10,psnr,4540816,24.21,0.18,0:03.58,679,61.49,2678.63
1596,--aud,None,None,--no-asm,None,--weightb,0.0,1.0,1.4,3.0,0.3,0.8,0.5,3,2,0,5,260,4,26,20,5,3,64,28,3,1000,-1:-1,dia,show,superfast,30,psnr,3112296,20.92,0.18,0:03.05,692,73.66,1835.97
1597,--aud,None,None,None,--slow-firstpass,--weightb,0.0,1.2,1.0,1.2,0.6,0.6,0.1,3,1,10,10,250,1,29,50,3,3,60,48,5,1000,1:1,hex,crop,veryslow,30,ssim,36421,4.57,0.11,0:02.38,196,91.62,20.42
1598,None,None,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.0,1.1,1.2,0.6,0.7,0.1,2,2,4,10,300,1,26,50,3,3,69,18,3,1000,-1:-1,umh,crop,veryfast,0,animation,13559,14.61,0.09,0:10.08,145,20.98,6.16
1599,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.0,1.5,1.0,4.0,0.2,0.8,0.7,1,1,16,50,300,0,24,30,4,3,62,38,6,2000,-1:-1,dia,show,veryfast,10,grain,1108415,26.48,0.22,0:04.79,556,44.69,652.78
1600,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.0,1.0,1.6,0.6,0.8,0.0,2,2,12,30,230,0,25,30,5,2,64,38,2,1000,1:1,umh,crop,placebo,40,animation,1281531,28.55,0.43,0:04.95,585,43.17,754.90
17,--aud,None,None,None,--slow-firstpass,--no-weightb,3.0,1.6,1.1,0.6,0.3,0.6,0.0,1,0,6,40,210,3,24,30,3,2,64,18,3,1000,-2:-2,dia,show,faster,10,psnr,1315173,4.70,0.09,0:00.78,610,305.89,774.68
161,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.6,1.2,1.4,0.2,0.9,0.8,0,2,8,5,250,1,20,30,3,0,67,28,4,2000,-2:-2,dia,crop,medium,10,ssim,808504,8.16,0.16,0:03.62,229,59.41,475.50
1601,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.0,1.3,1.3,1.0,0.5,0.6,0.4,3,0,8,25,290,3,22,30,5,2,67,28,1,1000,1:1,hex,crop,veryfast,30,ssim,1352263,19.91,0.18,0:03.57,562,60.02,797.07
1602,None,--constrained-intra,None,None,None,--weightb,2.0,1.0,1.3,1.6,0.3,0.7,0.8,3,0,6,50,210,0,23,40,5,4,64,48,3,1000,1:1,umh,show,slow,10,grain,336881,8.09,0.16,0:01.31,627,173.94,197.11
1603,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.0,1.4,1.3,1.6,0.3,0.6,0.4,3,2,16,20,250,3,26,50,5,3,61,48,2,2000,-2:-2,hex,show,medium,40,grain,34660,10.77,0.62,0:03.94,289,54.12,19.01
1604,--aud,None,None,None,None,--weightb,1.0,1.3,1.3,2.8,0.2,0.8,0.2,3,2,14,15,250,1,29,10,5,0,69,38,6,2000,-2:-2,umh,show,superfast,40,psnr,2115462,7.24,0.14,0:03.70,199,58.18,1247.19
1605,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.0,1.2,0.2,0.3,0.6,0.7,2,0,16,10,270,3,30,0,5,2,62,38,3,1000,1:1,hex,crop,ultrafast,40,psnr,18121800,1.82,0.13,0:00.51,384,632.19,10695.17
1606,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.3,1.3,2.0,0.2,0.6,0.9,2,1,14,5,200,3,25,50,4,0,69,28,6,1000,-2:-2,dia,show,superfast,40,ssim,24429,8.91,0.23,0:02.67,341,81.57,12.88
1607,--aud,None,None,--no-asm,None,--weightb,0.0,1.5,1.4,4.6,0.6,0.8,0.9,0,0,12,10,200,2,28,50,5,3,63,48,1,2000,-2:-2,umh,show,faster,10,psnr,48682,33.64,0.10,0:04.67,721,45.85,27.04
1608,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.5,1.6,1.0,1.6,0.4,0.6,0.6,1,1,0,25,290,0,20,10,4,0,68,38,1,1000,1:1,dia,crop,veryslow,0,ssim,4922651,78.11,0.18,0:10.60,738,19.97,2904.53
1609,--aud,--constrained-intra,None,--no-asm,None,--weightb,0.0,1.5,1.2,1.8,0.5,0.7,0.7,2,1,4,50,220,0,21,40,3,1,61,38,1,1000,-1:-1,hex,show,slow,30,animation,482696,40.04,0.20,0:08.83,455,23.99,283.84
1610,None,None,None,--no-asm,None,--no-weightb,0.0,1.2,1.3,1.8,0.6,0.7,0.8,2,0,10,40,290,4,29,40,5,3,60,28,2,1000,1:1,umh,show,medium,10,animation,306229,54.94,0.16,0:07.51,733,28.28,179.10
162,None,None,None,None,None,--no-weightb,1.0,1.5,1.0,4.0,0.4,0.7,0.5,0,1,0,30,200,1,29,50,4,3,62,28,4,1000,-2:-2,hex,show,faster,30,animation,107545,1.94,0.10,0:00.56,366,438.18,62.45
1611,None,--constrained-intra,None,--no-asm,None,--weightb,2.5,1.2,1.1,3.4,0.5,0.6,0.8,1,0,10,40,240,2,26,10,5,4,68,18,2,1000,1:1,hex,crop,fast,40,psnr,4987954,72.10,0.21,0:09.55,756,22.20,2943.01
1612,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.5,1.1,2.4,0.6,0.9,0.4,3,0,16,40,250,4,25,40,3,0,62,48,2,2000,1:1,umh,crop,veryfast,0,ssim,175196,18.24,0.11,0:02.81,652,77.35,102.11
1613,None,None,None,None,--slow-firstpass,--weightb,0.5,1.0,1.0,2.2,0.3,0.8,0.3,1,2,8,30,230,2,30,30,3,2,69,38,6,1000,-1:-1,hex,show,placebo,10,animation,1045061,18.99,0.26,0:03.66,525,58.76,615.13
1614,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.0,1.1,1.1,0.2,0.6,0.9,0.7,3,1,6,40,250,0,23,20,4,0,68,28,5,2000,-2:-2,umh,crop,veryslow,30,grain,2965623,43.73,0.16,0:06.32,694,33.64,1749.36
1615,None,None,None,--no-asm,None,--no-weightb,1.0,1.3,1.3,1.6,0.3,0.7,0.8,0,2,14,10,270,1,23,20,4,2,67,28,6,2000,-2:-2,hex,crop,fast,10,ssim,1118242,104.67,0.13,0:33.34,314,6.29,658.65
1616,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.6,1.4,2.8,0.5,0.6,0.9,2,0,6,15,230,4,26,30,4,2,69,38,5,2000,-2:-2,dia,crop,ultrafast,30,ssim,1126582,8.78,0.14,0:01.37,650,167.16,663.16
1617,--aud,None,None,--no-asm,None,--no-weightb,1.5,1.1,1.1,0.4,0.5,0.6,0.1,3,1,12,10,300,4,20,20,4,4,65,48,2,2000,-1:-1,umh,show,placebo,0,psnr,2736118,195.10,0.21,0:25.33,770,8.29,1613.14
1618,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,0.0,1.5,1.1,0.6,0.5,0.7,0.5,1,1,12,10,220,0,24,20,5,3,61,28,1,1000,-1:-1,umh,crop,slow,30,psnr,2877507,19.98,0.20,0:03.12,645,69.16,1697.34
1619,None,--constrained-intra,None,None,None,--weightb,1.5,1.2,1.3,3.8,0.3,0.7,0.5,2,1,14,45,270,3,22,50,4,1,65,28,2,1000,-2:-2,dia,crop,fast,40,grain,66770,3.33,0.14,0:00.90,385,260.42,38.35
1620,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.3,1.1,3.4,0.3,0.7,0.3,0,2,16,15,200,1,24,50,5,0,67,48,6,2000,-2:-2,umh,crop,slower,0,animation,46303,12.81,0.19,0:07.14,182,29.81,25.87
163,None,--constrained-intra,None,None,--slow-firstpass,--weightb,2.5,1.0,1.2,5.0,0.3,0.9,0.0,1,1,10,35,260,3,21,40,4,4,64,28,2,2000,-2:-2,dia,show,ultrafast,0,psnr,350663,1.52,0.08,0:00.46,346,661.59,205.41
1621,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.0,1.4,1.2,4.8,0.3,0.8,0.0,3,1,14,25,230,1,29,30,3,4,68,18,5,1000,-1:-1,umh,crop,medium,30,grain,1438011,20.91,0.17,0:03.05,689,70.93,847.69
1622,None,None,None,None,None,--no-weightb,0.0,1.6,1.0,2.4,0.3,0.7,0.3,0,2,4,5,270,2,24,10,3,0,61,28,5,1000,1:1,hex,crop,placebo,0,grain,3355801,29.69,0.20,0:04.33,689,49.46,1978.88
1623,None,None,None,--no-asm,None,--weightb,0.5,1.6,1.3,0.4,0.4,0.9,0.9,1,2,2,40,270,0,30,30,5,2,63,48,4,2000,-2:-2,dia,show,slower,0,ssim,847327,57.16,0.14,0:10.04,570,21.03,498.39
1624,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.2,1.0,4.2,0.2,0.8,0.6,1,1,12,45,200,0,21,50,4,1,60,18,4,2000,-1:-1,umh,show,placebo,40,ssim,58307,132.12,0.19,0:17.93,737,11.72,33.33
1625,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.0,1.1,1.2,4.4,0.2,0.6,0.4,2,2,0,50,230,2,28,50,4,3,60,48,5,1000,-1:-1,hex,crop,slow,30,grain,94469,3.06,0.11,0:00.65,485,384.35,54.73
1626,None,--constrained-intra,None,None,None,--weightb,1.0,1.4,1.2,1.4,0.4,0.8,0.9,3,1,16,50,240,4,26,40,5,4,63,38,3,1000,1:1,hex,crop,placebo,40,psnr,337900,11.52,0.22,0:01.91,612,115.65,198.38
1627,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.5,1.2,1.2,1.8,0.3,0.6,0.0,3,2,2,35,220,3,25,50,5,4,62,48,1,2000,-2:-2,umh,crop,ultrafast,10,grain,27869,1.47,0.15,0:00.52,311,501.41,14.88
1628,--aud,None,None,None,None,--weightb,1.0,1.0,1.2,3.0,0.2,0.7,0.0,2,1,6,20,270,0,30,40,5,0,62,38,3,1000,1:1,umh,crop,veryslow,30,grain,492722,14.41,0.14,0:02.81,517,77.56,289.75
1629,None,None,None,None,--slow-firstpass,--no-weightb,2.5,1.1,1.2,3.8,0.5,0.8,0.2,2,0,8,0,250,0,30,10,5,2,64,18,2,1000,-1:-1,dia,show,slow,10,ssim,4346035,21.94,0.15,0:03.12,708,70.07,2563.55
1630,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.6,1.1,1.6,0.5,0.9,0.8,2,0,2,25,300,2,20,20,3,4,61,48,3,1000,1:1,hex,crop,medium,0,grain,2170857,11.91,0.14,0:01.68,717,132.61,1279.62
164,None,None,None,None,--slow-firstpass,--weightb,1.0,1.4,1.1,1.8,0.6,0.9,0.0,3,1,10,15,280,4,25,50,3,1,67,48,2,1000,1:1,umh,crop,placebo,0,animation,54247,6.28,0.20,0:01.20,540,193.25,30.19
1631,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.5,1.2,1.2,1.0,0.2,0.9,0.8,3,0,12,15,240,2,30,20,3,3,65,48,6,2000,-2:-2,dia,crop,veryslow,30,animation,761549,17.78,0.15,0:02.71,662,80.24,448.41
1632,None,--constrained-intra,None,None,--slow-firstpass,--weightb,0.5,1.1,1.1,3.4,0.3,0.7,0.0,0,1,8,10,270,2,28,0,4,3,65,28,2,1000,-1:-1,umh,crop,medium,0,animation,10792475,17.09,0.16,0:02.51,684,87.92,6369.13
1633,--aud,None,None,None,--slow-firstpass,--no-weightb,0.0,1.3,1.4,2.0,0.2,0.7,0.5,2,2,0,0,240,4,24,0,3,1,65,28,5,1000,1:1,dia,show,veryfast,10,animation,8863681,5.13,0.17,0:00.92,571,266.53,5230.66
1634,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.3,1.0,0.2,0.3,0.6,0.8,2,1,4,15,300,4,24,0,4,0,63,38,2,2000,-1:-1,hex,crop,slower,10,psnr,10274150,79.81,0.21,0:10.90,733,19.44,6063.18
1635,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,1.0,1.2,1.2,4.4,0.4,0.8,0.1,2,1,16,35,290,3,30,50,3,4,60,38,4,2000,-2:-2,hex,show,veryslow,10,animation,56036,25.41,0.18,0:06.05,422,35.13,31.35
1636,None,None,None,--no-asm,None,--weightb,1.5,1.1,1.4,3.4,0.4,0.6,0.3,0,0,4,35,250,4,28,20,4,2,67,38,6,1000,-2:-2,hex,show,medium,0,psnr,1307779,58.72,0.16,0:08.65,679,24.48,770.07
1637,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,1.0,1.3,1.0,4.4,0.3,0.6,0.3,3,0,10,50,280,3,20,20,5,3,62,38,3,2000,1:1,umh,show,placebo,30,animation,3400568,229.57,0.21,0:31.15,737,6.74,2006.08
1638,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.0,1.0,1.4,0.8,0.3,0.6,0.3,3,2,0,25,260,0,30,0,5,4,60,48,2,2000,1:1,dia,crop,placebo,10,ssim,10264551,69.94,0.15,0:09.67,724,21.94,6057.51
1639,None,None,None,None,None,--weightb,2.0,1.0,1.1,4.6,0.2,0.8,0.3,3,0,14,30,200,0,28,50,4,1,66,38,6,2000,1:1,umh,show,ultrafast,40,psnr,32219,0.86,0.13,0:00.30,327,961.99,17.52
1640,--aud,None,None,--no-asm,None,--weightb,2.0,1.3,1.2,2.8,0.6,0.6,0.3,1,2,0,35,200,3,20,40,5,3,65,38,5,1000,1:1,hex,crop,fast,40,grain,513571,17.74,0.12,0:02.75,649,79.08,302.09
165,--aud,None,None,None,--slow-firstpass,--no-weightb,3.0,1.0,1.3,0.8,0.5,0.6,0.1,2,1,8,15,270,4,30,20,5,0,65,48,5,2000,-2:-2,dia,show,veryfast,10,animation,1964429,4.82,0.15,0:01.02,485,226.64,1157.94
1641,None,None,None,None,None,--no-weightb,0.5,1.2,1.2,5.0,0.6,0.8,0.1,1,2,12,15,220,4,29,20,4,4,62,28,6,1000,1:1,dia,show,faster,30,ssim,2140105,13.96,0.64,0:03.31,441,64.85,1261.68
1642,--aud,None,None,None,--slow-firstpass,--no-weightb,1.5,1.6,1.4,2.2,0.3,0.9,0.3,3,1,14,5,280,0,22,0,3,1,63,18,1,2000,-2:-2,hex,crop,slower,30,ssim,8605514,10.10,0.17,0:01.62,633,141.22,5078.28
1643,--aud,None,--intra-refresh,--no-asm,--slow-firstpass,--weightb,2.5,1.2,1.4,4.0,0.3,0.9,0.3,1,1,10,50,200,2,24,10,3,1,64,18,1,1000,-2:-2,umh,show,faster,0,grain,4176359,111.38,0.12,0:14.56,765,14.47,2463.35
1644,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.5,1.0,4.4,0.3,0.8,0.2,0,1,2,40,300,0,24,30,3,1,69,18,5,1000,-1:-1,umh,crop,faster,40,grain,1361837,101.02,0.22,0:13.58,745,15.51,802.75
1645,None,None,None,--no-asm,None,--no-weightb,1.5,1.0,1.4,0.8,0.4,0.8,0.5,2,2,10,5,240,2,22,40,4,1,65,38,3,1000,-1:-1,umh,crop,medium,0,psnr,129143,62.01,0.30,0:16.28,382,12.94,74.52
1646,None,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.5,1.1,5.0,0.6,0.8,0.7,1,2,0,50,240,3,28,50,5,4,65,28,1,1000,-1:-1,hex,crop,slow,0,ssim,31802,1.86,0.11,0:00.48,404,543.91,17.76
1647,--aud,None,None,--no-asm,None,--weightb,1.5,1.5,1.0,0.4,0.3,0.9,0.6,2,2,16,0,270,4,21,40,4,1,66,28,5,1000,1:1,dia,show,fast,30,ssim,215060,77.30,0.90,0:18.26,428,11.53,125.49
1648,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,3.0,1.5,1.2,1.2,0.3,0.6,0.8,1,2,16,35,220,0,21,10,5,3,61,48,5,1000,-2:-2,dia,crop,slower,30,psnr,2572878,123.95,0.74,0:24.75,503,8.48,1517.16
1649,None,--constrained-intra,--intra-refresh,None,None,--weightb,0.5,1.3,1.2,3.8,0.3,0.8,0.2,0,2,2,40,230,4,29,50,4,2,68,38,1,1000,-2:-2,dia,show,veryfast,0,animation,15668,2.91,0.23,0:00.99,315,239.82,7.68
1650,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.0,1.1,2.8,0.5,0.7,0.0,0,0,14,25,270,0,30,30,5,4,68,28,5,1000,-1:-1,dia,crop,ultrafast,10,grain,1031188,9.20,0.12,0:01.39,668,164.13,607.08
166,None,None,None,None,None,--no-weightb,0.0,1.0,1.1,3.2,0.2,0.9,0.5,3,1,8,10,270,3,27,30,4,0,66,48,5,1000,-1:-1,umh,show,superfast,40,grain,1015832,3.75,0.13,0:00.72,536,337.42,598.05
1651,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,2.5,1.3,1.0,0.2,0.5,0.6,0.7,1,0,0,35,220,4,22,0,4,0,63,28,3,2000,1:1,dia,show,slow,30,grain,9411354,10.71,0.16,0:01.78,608,126.52,5553.92
1652,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,1.5,1.3,1.2,0.2,0.2,0.6,0.3,2,1,8,35,220,2,21,0,3,1,65,48,3,2000,-1:-1,hex,show,medium,0,psnr,10357267,87.45,0.20,0:11.65,752,18.16,6112.25
1653,--aud,None,None,None,None,--no-weightb,2.0,1.2,1.3,3.4,0.4,0.9,0.6,0,0,8,10,230,0,28,40,4,0,64,48,5,2000,-1:-1,dia,show,fast,0,grain,140827,3.38,0.12,0:00.58,598,417.87,81.63
1654,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.3,1.2,0.2,0.4,0.9,0.4,0,2,16,25,210,1,28,50,3,4,69,48,6,1000,-1:-1,dia,crop,veryslow,40,grain,21901,42.77,0.14,0:30.06,142,6.98,11.48
1655,--aud,None,None,--no-asm,None,--no-weightb,0.5,1.4,1.4,1.8,0.4,0.6,0.1,0,2,8,5,230,4,30,30,3,4,68,28,3,1000,-1:-1,dia,crop,fast,10,psnr,781332,61.44,0.44,0:11.79,524,17.84,459.46
1656,--aud,--constrained-intra,None,--no-asm,None,--weightb,2.5,1.5,1.1,5.0,0.4,0.8,0.8,0,2,0,10,300,1,26,0,3,1,61,48,5,2000,1:1,umh,show,slow,30,animation,9372511,107.50,0.16,0:19.61,549,10.74,5530.99
1657,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.4,1.2,4.6,0.6,0.6,0.1,3,1,2,30,200,0,21,30,4,3,63,48,2,1000,-2:-2,dia,show,fast,30,ssim,1360442,41.88,0.14,0:06.02,698,35.33,801.89
1658,None,None,None,--no-asm,None,--no-weightb,2.0,1.6,1.2,4.8,0.4,0.6,0.6,1,2,8,25,300,3,24,20,5,4,65,28,5,2000,1:1,dia,crop,slower,10,psnr,1844650,96.99,0.34,0:15.42,630,13.68,1087.07
1659,--aud,--constrained-intra,None,None,None,--no-weightb,2.0,1.1,1.0,2.4,0.2,0.7,0.9,0,0,2,25,220,3,21,20,4,2,68,18,1,1000,1:1,dia,crop,slow,30,animation,3154361,16.84,0.16,0:02.76,616,78.81,1860.76
1660,--aud,None,None,None,--slow-firstpass,--no-weightb,1.5,1.3,1.4,0.8,0.2,0.6,0.0,3,2,4,45,250,2,28,10,5,1,60,38,6,2000,1:1,dia,show,medium,0,animation,2478077,18.29,0.20,0:02.85,648,76.17,1460.99
167,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.3,1.3,3.4,0.2,0.6,0.6,1,0,16,45,230,1,27,30,5,1,60,18,2,1000,-1:-1,hex,show,slower,40,psnr,1323740,14.71,0.17,0:02.48,598,87.79,780.25
1661,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.6,1.4,2.2,0.4,0.9,0.2,1,2,2,10,240,4,26,0,4,2,68,28,1,2000,-2:-2,dia,crop,fast,30,grain,9626539,21.25,0.16,0:03.54,604,61.51,5680.93
1662,None,None,None,None,None,--no-weightb,0.5,1.3,1.2,4.0,0.2,0.6,0.5,1,2,2,15,280,0,24,0,3,3,65,18,1,1000,1:1,dia,crop,fast,10,ssim,8684497,6.45,0.14,0:01.06,620,223.82,5124.90
